DBCODE,ENTITY,COMPLEX,MEADOW,PLOT_ID,YEAR,SAMPLEDATE,WATCH,OBSERVER,PLOT,FLW_STATUS,PLTSP_CODE,PLTSP_NAME,NO_STALK,NO_FLWS,QC_NOTES
SA026,2,"Frissell",NE,FNE05,2013,2013-07-04,1,"Noelle",5,FLW,"PHLOGRAC","Phlox gracilis",10,1.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-12,2,"Fabian",5,FLW,"ERIOLANA","Eriophyllum lanatum",78,4.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-12,2,"Fabian",5,FLW,"ERIOUMBE","Eriogonum umbellatum",16,16.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-12,2,"Fabian",5,FLW,"GILICAPI","Gilia capitata",27,1.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-18,3,"Kyra",5,FLW,"CASTHISP","Castilleja hispida",1,4.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-18,3,"Kyra",5,FLW,"ERIOLANA","Eriophyllum lanatum",100,1.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-18,3,"Kyra",5,FLW,"ERIOUMBE","Eriogonum umbellatum",11,40.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-18,3,"Kyra",5,FLW,"GILICAPI","Gilia capitata",9,1.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-18,3,"Kyra",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",10,4.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-24,4,"Fabian",5,FLW,"ERIOLANA","Eriophyllum lanatum",75,18.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-24,4,"Fabian",5,FLW,"ERIOUMBE","Eriogonum umbellatum",5,77.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-07-24,4,"Fabian",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",21,13.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-08-03,5,"x",5,FLW,"ERIOUMBE","Eriogonum umbellatum",6,44.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-08-08,6,"Fabian",5,FLW,"ERIOUMBE","Eriogonum umbellatum",7,35.0,""
SA026,2,"Frissell",NE,FNE05,2013,2013-08-22,7,"Vera",5,FLW,"ERIOUMBE","Eriogonum umbellatum",7,25.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-08,1,"AM",5,FLW,"ERIOLANA","Eriophyllum lanatum",100,1.2,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-08,1,"AM",5,FLW,"ERYSASPE","Erysimum asperum",3,3.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-08,1,"AM",5,FLW,"GILICAPI","Gilia capitata",10,2.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-08,1,"AM",5,FLW,"LUPILAXI","Lupinus laxiflorus",1,4.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-17,2,"DY",5,FLW,"ACHIMILL","Achillea millefolium",3,40.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-17,2,"DY",5,FLW,"CIRSCALL","Cirsium callilepis",1,6.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-17,2,"DY",5,FLW,"GILICAPI","Gilia capitata",16,12.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-26,3,"KH",5,FLW,"ACHIMILL","Achillea millefolium",3,32.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-26,3,"KH",5,FLW,"CIRSCALL","Cirsium callilepis",1,7.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-26,3,"KH",5,FLW,"GILICAPI","Gilia capitata",10,3.3,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-30,4,"DY",5,FLW,"ACHIMILL","Achillea millefolium",3,30.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-07-30,4,"DY",5,FLW,"CIRSCALL","Cirsium callilepis",1,2.0,""
SA026,2,"Frissell",NE,FNE05,2014,2014-08-06,5,"RD",5,FLW,"CIRSCALL","Cirsium callilepis",1,1.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-24,1,"KJ",5,FLW,"CASTHISP","Castilleja hispida",3,1.8,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-24,1,"KJ",5,FLW,"ERIOLANA","Eriophyllum lanatum",7,2.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-24,1,"KJ",5,FLW,"ERIOUMBE","Eriogonum umbellatum",5,4.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-24,1,"KJ",5,FLW,"GILICAPI","Gilia capitata",4,2.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-24,1,"KJ",5,FLW,"LUPILAXI","Lupinus laxiflorus",3,4.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-24,1,"KJ",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",1,4.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-30,2,"LS",5,FLW,"ERIOLANA","Eriophyllum lanatum",7,1.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-30,2,"LS",5,FLW,"ERIOUMBE","Eriogonum umbellatum",4,5.3,""
SA026,2,"Frissell",NE,FNE05,2015,2015-06-30,2,"LS",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",2,2.5,""
SA026,2,"Frissell",NE,FNE05,2015,2015-07-07,3,"LS",5,FLW,"ERIOUMBE","Eriogonum umbellatum",4,4.5,""
SA026,2,"Frissell",NE,FNE05,2015,2015-07-07,3,"LS",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",1,3.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-07-14,4,"MC",5,FLW,"CASTHISP","Castilleja hispida",1,1.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-07-14,4,"MC",5,FLW,"ERIOUMBE","Eriogonum umbellatum",1,2.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-07-14,4,"MC",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",1,3.0,""
SA026,2,"Frissell",NE,FNE05,2015,2015-07-23,5,"ET",5,NA,"","",,,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-27,1,"AS",5,FLW,"COLLPARV","Collinsia parviflora",6,4.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-27,1,"AS",5,FLW,"ERYSASPE","Erysimum asperum",3,4.3,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-27,1,"AS",5,FLW,"GILICAPI","Gilia capitata",60,1.5,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-27,1,"AS",5,FLW,"LIGUGRAY","Ligusticum grayi",5,30.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-27,1,"AS",5,FLW,"LUPILAXI","Lupinus laxiflorus",2,18.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-27,1,"AS",5,FLW,"PHLOGRAC","Phlox gracilis",6,4.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-27,1,"AS",5,FLW,"POTEGLAN","Potentilla glandulosa",6,1.5,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-27,1,"AS",5,FLW,"RUMEACET","Rumex acetosella",16,2.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-06-29,1,"EP",5,FLW,"ERIOLANA","Eriophyllum lanatum",,,"recoded added based on occurrence in entity 1"
SA026,2,"Frissell",NE,FNE05,2016,2016-07-05,2,"AT",5,FLW,"COLLPARV","Collinsia parviflora",1,2.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-05,2,"AT",5,FLW,"ERYSASPE","Erysimum asperum",1,5.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-05,2,"AT",5,FLW,"GILICAPI","Gilia capitata",55,2.5,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-05,2,"AT",5,FLW,"LIGUGRAY","Ligusticum grayi",3,40.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-05,2,"AT",5,FLW,"LUPILAXI","Lupinus laxiflorus",2,20.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-05,2,"AT",5,FLW,"PHLOGRAC","Phlox gracilis",20,3.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-05,2,"AT",5,FLW,"POTEGRAC","Potentilla gracilis",3,1.3,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-05,2,"AT",5,FLW,"RUMEACET","Rumex acetosella",45,15.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-12,3,"CS",5,FLW,"ERYSASPE","Erysimum asperum",2,3.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-12,3,"CS",5,FLW,"GILICAPI","Gilia capitata",25,1.3,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-12,3,"CS",5,FLW,"LIGUGRAY","Ligusticum grayi",2,17.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-12,3,"CS",5,FLW,"LUPILAXI","Lupinus laxiflorus",6,10.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-12,3,"CS",5,FLW,"RUMEACET","Rumex acetosella",14,6.4,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-21,4,"KH",5,FLW,"ERYSASPE","Erysimum asperum",3,2.7,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-21,4,"KH",5,FLW,"LUPILAXI","Lupinus laxiflorus",3,8.3,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-21,4,"KH",5,FLW,"RUMEACET","Rumex acetosella",28,5.1,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-27,5,"KH",5,FLW,"CIRSCALL","Cirsium callilepis",2,1.0,""
SA026,2,"Frissell",NE,FNE05,2016,2016-07-27,5,"KH",5,FLW,"RUMEACET","Rumex acetosella",3,3.0,""
SA026,2,"Frissell",NE,FNE05,2017,2017-06-23,1,"JSH",5,FLW,"COLLPARV","Collinsia parviflora",12,1.1," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-06-23,1,"JSH",5,FLW,"DELPNUTT","Delphinium nuttallianum",20,1.9," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-06-23,1,"JSH",5,FLW,"PHLOGRAC","Phlox gracilis",99,1.4," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-06-30,2,"xARMx",5,FLW,"ACMINEVA","Acmispon nevadensis",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-06-30,2,"ANG",5,FLW,"CASTHISP","Castilleja hispida",1,2.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0. Duplicate records for plot and watch; the duplicated flw survey done by ARM was deleted."
SA026,2,"Frissell",NE,FNE05,2017,2017-06-30,2,"ANG",5,FLW,"DELPNUTT","Delphinium nuttallianum",71,5.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-06-30,2,"xARMx",5,FLW,"ERIOCOMP","Eriogonum compositum",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-06-30,2,"xARMx",5,FLW,"ERIOLANA","Eriophyllum lanatum",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-06-30,2,"ANG",5,FLW,"LUPILAXI","Lupinus laxiflorus",3,2.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0. Duplicate records for plot and watch; the duplicated flw survey done by ARM was deleted."
SA026,2,"Frissell",NE,FNE05,2017,2017-07-14,3,"ARM",5,FLW,"ACMINEVA","Acmispon nevadensis",24,2.6," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-14,3,"ARM",5,FLW,"CASTHISP","Castilleja hispida",2,2.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-14,3,"ARM",5,FLW,"DELPNUTT","Delphinium nuttallianum",2,2.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-14,3,"ARM",5,FLW,"ERIOCOMP","Eriogonum compositum",73,14.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-14,3,"ARM",5,FLW,"ERIOLANA","Eriophyllum lanatum",114,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-14,3,"ARM",5,FLW,"LUPILAXI","Lupinus laxiflorus",1,2.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-14,3,"ARM",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",15,2.3," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-21,4,"ARM",5,FLW,"CASTHISP","Castilleja hispida",1,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-21,4,"ARM",5,FLW,"ERIOLANA","Eriophyllum lanatum",83,1.1," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-21,4,"ARM",5,FLW,"ERIOUMBE","Eriogonum umbellatum",79,6.9," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-21,4,"ARM",5,FLW,"GILICAPI","Gilia capitata",2,2.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-21,4,"ARM",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",12,1.1," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-21,4,"ARM",5,FLW,"POLYMINI","Polygonum minimum",10,1.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-28,5,"SRB",5,FLW,"ERIOUMBE","Eriogonum umbellatum",88,5.8," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2017,2017-07-28,5,"SRB",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",8,6.0," change on flw_status: to be FLW because both no_stalk and no_flws > 0"
SA026,2,"Frissell",NE,FNE05,2018,2018-06-19,1,"AM",5,FLW,"CASTHISP","Castilleja hispida",13,4.8,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-06-19,1,"AM",5,FLW,"COLLPARV","Collinsia parviflora",17,2.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-06-19,1,"AM",5,FLW,"DELPNUTT","Delphinium nuttallianum",78,3.1,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-06-19,1,"AM",5,FLW,"PHLOGRAC","Phlox gracilis",10,1.3,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-03,2,"JAJ",5,FLW,"CASTHISP","Castilleja hispida",10,4.1,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-03,2,"JAJ",5,FLW,"DELPNUTT","Delphinium nuttallianum",4,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-03,2,"JAJ",5,FLW,"ERIOLANA","Eriophyllum lanatum",13,1.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-03,2,"JAJ",5,FLW,"ERIOUMBE","Eriogonum umbellatum",41,3.2,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-03,2,"JAJ",5,FLW,"GILICAPI","Gilia capitata",250,1.5,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-03,2,"BRP",5,FLW,"PHACHAST","Phacelia hastata",,,"recoded added based on occurrence in entity 1."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-12,3,"RCT",5,FLW,"CASTHISP","Castilleja hispida",4,3.3,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-12,3,"RCT",5,FLW,"ERIOLANA","Eriophyllum lanatum",10,1.2,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-12,3,"RCT",5,FLW,"ERIOUMBE","Eriogonum umbellatum",78,3.9,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-12,3,"RCT",5,FLW,"GILICAPI","Gilia capitata",51,1.8,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-12,3,"RCT",5,FLW,"LUPILAXI","Lupinus laxiflorus",3,3.7,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-12,3,"RCT",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",13,3.5,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-12,3,"RCT",5,FLW,"PHACHAST","Phacelia hastata",1,14.0,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2018,2018-07-24,4,"GRJ",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",7,3.8,"NA change on flw_status: to be FLW because both no_stalk and no_flws > 0."
SA026,2,"Frissell",NE,FNE05,2021,2021-06-23,1,"Melinda, Logan",5,FLW,"CASTHISP","Castilleja hispida",1,,""
SA026,2,"Frissell",NE,FNE05,2021,2021-06-23,1,"Melinda, Logan",5,FLW,"DELPNUTT","Delphinium nuttallianum",33,,""
SA026,2,"Frissell",NE,FNE05,2021,2021-06-23,1,"Melinda, Logan",5,FLW,"ERIOUMBE","Eriogonum umbellatum",3,,""
SA026,2,"Frissell",NE,FNE05,2021,2021-06-23,1,"Melinda, Logan",5,FLW,"GILICAPI","Gilia capitata",3,,""
SA026,2,"Frissell",NE,FNE05,2021,2021-06-23,1,"Melinda, Logan",5,FLW,"LUPILAXI","Lupinus laxiflorus",20,,""
SA026,2,"Frissell",NE,FNE05,2021,2021-07-07,2,"Melinda, Logan",5,FLW,"ERIOLANA","Eriophyllum lanatum",43,,""
SA026,2,"Frissell",NE,FNE05,2021,2021-07-07,2,"Melinda, Logan",5,FLW,"ERIOUMBE","Eriogonum umbellatum",127,,""
SA026,2,"Frissell",NE,FNE05,2021,2021-07-07,2,"Melinda, Logan",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",10,,""
SA026,2,"Frissell",NE,FNE05,2021,2021-07-19,3,"Melinda, Logan",5,FLW,"ORTHIMBR","Orthocarpus imbricatus",8,,""
SA026,2,"Frissell",NE,FNE06,2013,2013-07-04,1,"Noelle",6,FLW,"LIGUGRAY","Ligusticum grayi",79,8.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-07-04,1,"Noelle",6,FLW,"LUPILAXI","Lupinus laxiflorus",16,8.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-07-11,2,"Kyra",6,NA,"BARBORTH","Barbarea orthoceras",,,"recoded added based on occurrence in entity 1"
SA026,2,"Frissell",NE,FNE06,2013,2013-07-12,2,"Kyra",6,FLW,"GALIOREG","Galium oreganum",150,4.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-07-12,2,"Kyra",6,FLW,"PHACHAST","Phacelia hastata",3,2.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-07-18,3,"x",6,FLW,"GALIOREG","Galium oreganum",10,4.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-07-18,3,"x",6,FLW,"PHACHAST","Phacelia hastata",8,4.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-07-24,4,"Shannon",6,FLW,"GALIOREG","Galium oreganum",50,3.5,""
SA026,2,"Frissell",NE,FNE06,2013,2013-07-24,4,"Shannon",6,FLW,"PHACHAST","Phacelia hastata",12,5.5,""
SA026,2,"Frissell",NE,FNE06,2013,2013-08-03,5,"x",6,FLW,"PHACHAST","Phacelia hastata",7,7.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-08-08,6,"Noelle",6,FLW,"ANAPMARG","Anaphalis margaritacea",68,4.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-08-08,6,"Noelle",6,FLW,"CAMPSCOU","Campanula scouleri",3,2.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-08-08,6,"Noelle",6,FLW,"PHACHAST","Phacelia hastata",5,8.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-08-21,7,"Vera",6,NA,"PHACHAST","Phacelia hastata",,,"recoded added based on occurrence in entity 1"
SA026,2,"Frissell",NE,FNE06,2013,2013-08-22,7,"Vera",6,FLW,"ANAPMARG","Anaphalis margaritacea",2,50.0,""
SA026,2,"Frissell",NE,FNE06,2013,2013-08-22,7,"Vera",6,FLW,"UNKNOWN","Unknown plant",4,5.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-08,1,"LKB",6,FLW,"CASTHISP","Castilleja hispida",1,6.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-08,1,"LKB",6,FLW,"ERYSASPE","Erysimum asperum",6,15.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-08,1,"LKB",6,FLW,"LUPILAXI","Lupinus laxiflorus",6,16.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-08,1,"LKB",6,FLW,"PHLOGRAC","Phlox gracilis",2,1.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-17,2,"KH",6,FLW,"CASTHISP","Castilleja hispida",3,5.3,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-17,2,"KH",6,FLW,"CIRSCALL","Cirsium callilepis",20,1.9,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-17,2,"KH",6,FLW,"ERIGFOLI","Erigeron foliosus",23,1.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-17,2,"KH",6,FLW,"ERIOLANA","Eriophyllum lanatum",80,1.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-17,2,"KH",6,FLW,"LUPILAXI","Lupinus laxiflorus",12,5.5,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-26,3,"DY",6,FLW,"CASTHISP","Castilleja hispida",1,4.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-26,3,"DY",6,FLW,"CIRSCALL","Cirsium callilepis",16,3.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-26,3,"DY",6,FLW,"ERIGFOLI","Erigeron foliosus",10,3.5,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-26,3,"DY",6,FLW,"ERIOLANA","Eriophyllum lanatum",60,1.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-26,3,"DY",6,FLW,"LUPILAXI","Lupinus laxiflorus",1,10.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-26,3,"DY",6,FLW,"ORTHIMBR","Orthocarpus imbricatus",1,4.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-30,4,"RM",6,FLW,"CASTHISP","Castilleja hispida",1,4.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-30,4,"RM",6,FLW,"CIRSCALL","Cirsium callilepis",8,1.5,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-30,4,"RM",6,FLW,"ERIGFOLI","Erigeron foliosus",11,2.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-07-30,4,"RM",6,FLW,"ERIOLANA","Eriophyllum lanatum",40,1.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-08-06,5,"KH",6,FLW,"CIRSCALL","Cirsium callilepis",8,2.6,""
SA026,2,"Frissell",NE,FNE06,2014,2014-08-06,5,"KH",6,FLW,"ERIGFOLI","Erigeron foliosus",9,1.0,""
SA026,2,"Frissell",NE,FNE06,2014,2014-08-06,5,"KH",6,FLW,"ERIOLANA","Eriophyllum lanatum",23,1.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-24,1,"AS",6,FLW,"CIRSCALL","Cirsium callilepis",1,1.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-24,1,"AS",6,FLW,"ERYSASPE","Erysimum asperum",3,3.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-24,1,"AS",6,FLW,"LIGUGRAY","Ligusticum grayi",8,62.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-24,1,"AS",6,FLW,"LUPILAXI","Lupinus laxiflorus",1,7.7,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-24,1,"AS",6,FLW,"RUMEACET","Rumex acetosella",5,8.7,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-30,2,"ET",6,FLW,"CIRSCALL","Cirsium callilepis",3,3.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-30,2,"ET",6,FLW,"ERIGALFO","Erigeron aliceae & foliosus",3,1.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-30,2,"ET",6,FLW,"ERYSASPE","Erysimum asperum",3,3.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-06-30,2,"ET",6,FLW,"LIGUGRAY","Ligusticum grayi",2,64.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-07,3,"AS",6,FLW,"CARESPXX","Carex sp",15,1.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-07,3,"AS",6,FLW,"CIRSCALL","Cirsium callilepis",1,1.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-07,3,"AS",6,FLW,"ERIGALFO","Erigeron aliceae & foliosus",3,1.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-07,3,"AS",6,FLW,"ERYSASPE","Erysimum asperum",12,6.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-14,4,"AS",6,FLW,"ANAPMARG","Anaphalis margaritacea",4,9.5,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-14,4,"AS",6,FLW,"ERIGALFO","Erigeron aliceae & foliosus",2,1.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-14,4,"AS",6,FLW,"ERYSASPE","Erysimum asperum",4,2.5,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-14,4,"AS",6,FLW,"RUMEACET","Rumex acetosella",5,6.5,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-23,5,"AS",6,FLW,"ANAPMARG","Anaphalis margaritacea",59,9.0,""
SA026,2,"Frissell",NE,FNE06,2015,2015-07-23,5,"AS",6,FLW,"CIRSCALL","Cirsium callilepis",2,1.0,""
SA026,2,"Frissell",NE,FNE06,2016,2016-06-27,1,"AS",6,FLW,"CIRSCALL","Cirsium callilepis",1,1.0,""
SA026,2,"Frissell",NE,FNE06,2016,2016-06-27,1,"AS",6,FLW,"ERYSASPE","Erysimum asperum",5,6.0,""
