DBCODE,ENTITY,COMPLEX,MEADOW,PLOT_ID,YEAR,SAMPLEDATE,WATCH,OBSERVER,PLOT,START_TIME,END_TIME,MINUTE,CLOUDS,WIND,TEMP,PPI_STATUS,NO_INT,PLTSP_CODE,PLTSP_NAME,VISSP_CODE,VISSP_NAME,VISSP_TYPE,REF_NO,VISSP_NO,QC_NOTES
SA026,1,"Lookout",LB,LOB01,2013,2013-07-02,1,"Fabian",1,1427,1445,04,S,ST,,1,1,"DODEJEFF","Dodecatheon jeffreyi","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2013,2013-07-02,1,"Fabian",1,1427,1445,08,S,ST,,1,4,"DODEJEFF","Dodecatheon jeffreyi","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2013,2013-07-02,1,"Fabian",1,1427,1445,08,S,ST,,1,2,"DODEJEFF","Dodecatheon jeffreyi","BOMBMIXT","Bombus mixtus","social bee","NA",2,""
SA026,1,"Lookout",LB,LOB01,2013,2013-07-02,1,"Fabian",1,1427,1445,11,S,ST,,1,2,"DODEJEFF","Dodecatheon jeffreyi","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2013,2013-07-02,1,"Fabian",1,1427,1445,11,S,ST,,1,2,"DODEJEFF","Dodecatheon jeffreyi","BOMBMIXT","Bombus mixtus","social bee","NA",2,""
SA026,1,"Lookout",LB,LOB01,2013,2013-07-02,1,"Fabian",1,1427,1445,12,S,ST,,1,4,"DODEJEFF","Dodecatheon jeffreyi","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2013,2013-07-02,1,"Fabian",1,1427,1445,12,S,ST,,1,1,"DODEJEFF","Dodecatheon jeffreyi","BOMBMIXT","Bombus mixtus","social bee","NA",2,""
SA026,1,"Lookout",LB,LOB01,2013,2013-07-02,1,"Fabian",1,1427,1445,13,S,ST,,1,2,"DODEJEFF","Dodecatheon jeffreyi","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,01,S,ST,28,1,1,"SENEINTE","Senecio integerrimus","BOMBMIXT","Bombus mixtus","social bee","34001",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,02,S,ST,28,1,1,"SENEINTE","Senecio integerrimus","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,03,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,04,S,ST,28,1,1,"SENEINTE","Senecio integerrimus","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,04,S,ST,28,1,1,"SENEINTE","Senecio integerrimus","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",2,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,04,S,ST,28,1,3,"SENEINTE","Senecio integerrimus","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",3,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,04,S,ST,28,1,3,"SENEINTE","Senecio integerrimus","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",4,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,05,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,06,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,07,S,ST,28,1,3,"SENEINTE","Senecio integerrimus","APISMELL","Apis mellifera","social bee","34002",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,08,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,09,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,10,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,11,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,12,S,ST,28,1,3,"SENEINTE","Senecio integerrimus","BOMBXXM","Bombus unknown male","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,13,S,ST,28,1,3,"SENEINTE","Senecio integerrimus","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,13,S,ST,28,1,3,"SENEINTE","Senecio integerrimus","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",2,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,14,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,15,S,ST,28,1,1,"SENEINTE","Senecio integerrimus","BOMBMIXT","Bombus mixtus","social bee","34001",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-06-30,1,"RM",1,1335,NA,15,S,ST,28,1,1,"SENEINTE","Senecio integerrimus","BOMBMIXT","Bombus mixtus","social bee","34001",2,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,01,S,ST,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,02,S,ST,25,1,3,"SENEINTE","Senecio integerrimus","BOMBMAJO","Bombylius major","bee-parasitic bee-fly","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,03,S,ST,25,1,3,"LUPILAXI","Lupinus laxiflorus","UNKNOWN","Unknown insect","","NA",1,"change on vissp_code/name from NA to UNKNOWN/unknown insect"
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,04,S,ST,25,1,2,"SENEINTE","Senecio integerrimus","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,05,S,ST,25,1,2,"SENEINTE","Senecio integerrimus","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,06,S,ST,25,1,3,"VICIAMER","Vicia americana","BOMBFLAV","Bombus flavifrons","social bee","34442",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,07,S,ST,25,1,2,"SENEINTE","Senecio integerrimus","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,08,S,ST,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,09,S,ST,25,1,2,"SENEINTE","Senecio integerrimus","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,10,S,ST,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,11,S,ST,25,1,3,"SENEINTE","Senecio integerrimus","APISMELL","Apis mellifera","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,11,S,ST,25,1,8,"SENEINTE","Senecio integerrimus","APISMELL","Apis mellifera","social bee","NA",2,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,12,S,ST,25,1,10,"LIGUGRAY","Ligusticum grayi","ERISHIRT","Eristalis hirtus","decomposer hover-fly","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,13,S,ST,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,14,S,ST,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-10,2,"DY",1,1054,NA,15,S,ST,25,1,1,"SENEINTE","Senecio integerrimus","MEGASPX4","Megachile sp 4","solitary bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,01,S,BR,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,02,S,BR,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,03,S,BR,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,04,S,BR,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,05,S,BR,25,1,4,"LIGUGRAY","Ligusticum grayi","APISMELL","Apis mellifera","social bee","35768",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,06,S,BR,25,1,5,"LIGUGRAY","Ligusticum grayi","APISMELL","Apis mellifera","social bee","35768",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,07,S,BR,25,1,1,"PENSPROC","Penstemon procerus","BOMBVOSN","Bombus vosnesenskii","social bee","35770",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,08,S,BR,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,09,S,BR,25,1,2,"PENSPROC","Penstemon procerus","BOMBMIXT","Bombus mixtus","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,09,S,BR,25,1,2,"PENSPROC","Penstemon procerus","BOMBVOSN","Bombus vosnesenskii","social bee","35770",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,09,S,BR,25,1,3,"PENSPROC","Penstemon procerus","BOMBVOSN","Bombus vosnesenskii","social bee","35770",2,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,10,S,BR,25,1,1,"PENSPROC","Penstemon procerus","BOMBVOSN","Bombus vosnesenskii","social bee","35770",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,11,S,BR,25,1,1,"ERIOLANA","Eriophyllum lanatum","APISMELL","Apis mellifera","social bee","35768",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,11,S,BR,25,1,1,"PENSPROC","Penstemon procerus","BOMBVOSN","Bombus vosnesenskii","social bee","35770",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,12,S,BR,25,1,1,"PENSPROC","Penstemon procerus","BOMBVOSN","Bombus vosnesenskii","social bee","35770",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,12,S,BR,25,1,2,"PENSPROC","Penstemon procerus","BOMBVOSN","Bombus vosnesenskii","social bee","35770",2,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,13,S,BR,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,14,S,BR,25,1,1,"LIGUGRAY","Ligusticum grayi","MUSCGEN3","Muscoid genus 3","herbivorous muscoid fly","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-17,3,"RD",1,1346,NA,15,S,BR,25,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,01,S,BR,,1,6,"BOYKMAJO","Boykinia major","BOMBMIXT","Bombus mixtus","social bee","34001",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,02,S,BR,,1,6,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","34463",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,03,S,BR,,1,12,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","34463",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,04,S,BR,,1,4,"BOYKMAJO","Boykinia major","BOMBMIXT","Bombus mixtus","social bee","34001",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,05,S,BR,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,06,S,BR,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,07,S,BR,,1,10,"BOYKMAJO","Boykinia major","BOMBMIXT","Bombus mixtus","social bee","34001",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,07,S,BR,,1,5,"STACCOOL","Stachys cooleyae","BOMBFLAV","Bombus flavifrons","social bee","34966",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,08,S,BR,,1,8,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","34463",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,08,S,BR,,1,20,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","34463",2,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,09,S,BR,,1,5,"BOYKMAJO","Boykinia major","BOMBBIFA","Bombus bifarius","social bee","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,10,S,BR,,1,3,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","34463",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,11,S,BR,,1,15,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","34463",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,12,S,BR,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,13,S,BR,,1,20,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","34463",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,14,S,BR,,1,10,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","34463",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,14,S,BR,,1,5,"BOYKMAJO","Boykinia major","BOMBVOSN","Bombus vosnesenskii","social bee","34276",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-07-31,4,"JL",1,1250,NA,15,S,BR,,1,6,"BOYKMAJO","Boykinia major","BOMBMIXT","Bombus mixtus","social bee","34001",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,01,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,02,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,03,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,04,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,05,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,06,S,ST,,1,6,"VICIAMER","Vicia americana","BOMBMIXT","Bombus mixtus","social bee","34363",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,07,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,08,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,09,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,10,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,11,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,12,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,13,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,14,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2014,2014-08-04,5,"JL",1,1038,NA,15,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,01,S,ST,,1,1,"SENETRIA","Senecio triangularis","CURCS151","Curculionid sp 15-1","herbivorous beetle","34531",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,02,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,03,S,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,04,SH,ST,,1,1,"SENETRIA","Senecio triangularis","CURCS151","Curculionid sp 15-1","herbivorous beetle","34531",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,05,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,06,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,07,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,08,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,09,SH,ST,,1,1,"SENETRIA","Senecio triangularis","CURCS151","Curculionid sp 15-1","herbivorous beetle","34531",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,10,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,11,SH,ST,,1,1,"SENETRIA","Senecio triangularis","CURCS151","Curculionid sp 15-1","herbivorous beetle","34531",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,12,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,13,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,14,SH,ST,,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-06-23,1,"MC",1,934,NA,15,SH,ST,,1,1,"SENETRIA","Senecio triangularis","CURCS151","Curculionid sp 15-1","herbivorous beetle","34531",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,01,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,02,S,ST,28,1,1,"LIGUGRAY","Ligusticum grayi","PENTA152","Pentatomid sp 15-2","herbivorous true-bug","35031",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,03,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,04,S,ST,28,1,1,"LIGUGRAY","Ligusticum grayi","LEPTOBLI","Leptura obliterata","herbivorous beetle","35032",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,05,S,BR,28,1,1,"LIGUGRAY","Ligusticum grayi","LEPTOBLI","Leptura obliterata","herbivorous beetle","35032",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,06,S,BR,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,07,S,ST,28,1,2,"SENETRIA","Senecio triangularis","HALIFARI","Halictus farinosus","halictine bee","35028",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,08,S,ST,28,1,1,"VICIAMER","Vicia americana","BOMBMIXT","Bombus mixtus","social bee","35033",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,09,S,ST,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,10,S,BR,28,1,1,"LUPILAXI","Lupinus laxiflorus","BOMBFLAV","Bombus flavifrons","social bee","35034",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,10,S,BR,28,1,1,"SENETRIA","Senecio triangularis","HALIFARI","Halictus farinosus","halictine bee","35028",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,11,S,BR,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,12,S,BR,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,13,S,BR,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,14,S,BR,28,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,15,S,ST,28,1,1,"SENETRIA","Senecio triangularis","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-01,2,"ET",1,1605,NA,15,S,ST,28,1,1,"SENETRIA","Senecio triangularis","BOMBMIXT","Bombus mixtus","social bee","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,01,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,02,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,03,PC,ST,26,1,5,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,03,PC,ST,26,1,1,"LIGUGRAY","Ligusticum grayi","EPICPUNC","Epicauta puncticollis","predaceous beetle","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,04,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,05,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,06,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,07,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,08,PC,ST,26,1,1,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,09,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,10,PC,ST,26,1,10,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,11,PC,ST,26,1,1,"VICIAMER","Vicia americana","BOMBFLAV","Bombus flavifrons","social bee","35744",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,12,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,13,PC,ST,26,1,5,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,14,PC,ST,26,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-09,3,"ET",1,1139,NA,15,PC,ST,26,1,1,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,01,S,ST,20,1,1,"BOYKMAJO","Boykinia major","BOMBMIXT","Bombus mixtus","social bee","35492",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,02,S,ST,20,1,10,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,02,S,ST,20,1,10,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",2,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,02,S,ST,20,1,10,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",3,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,02,S,ST,20,1,10,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",4,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,03,S,BR,20,1,1,"BOYKMAJO","Boykinia major","NOWISPX1","Nowickia sp 1","herbivore-parasitic muscoid fl","35486",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,04,S,BR,20,0,0,"","","","","","NA",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,05,S,ST,20,1,1,"BOYKMAJO","Boykinia major","HALIFARI","Halictus farinosus","halictine bee","35488",1,""
SA026,1,"Lookout",LB,LOB01,2015,2015-07-16,4,"LS",1,1310,NA,06,S,ST,20,1,6,"BOYKMAJO","Boykinia major","APISMELL","Apis mellifera","social bee","field id",1,""
